Word,Width
DOCTOR,156.6539306640625
BOB’S,102.65765380859375
NIGHTMARE,227.9951171875
173,72.0
migrated,177.662353515625
to,39.11517333984375
another,152.8031005859375
of,39.11517333984375
the,63.974365234375
leading,143.87530517578125
universities,224.68365478515625
of,39.1151123046875
the,63.9744873046875
country,151.02716064453125
and,72.8543701171875
entered,153.6671142578125
as,39.06719970703125
a,21.31201171875
Junior,123.48004150390625
that,77.313720703125
fall.,73.27685546875
There,119.93280029296875
my,60.42718505859375
drinking,166.09429931640625
became,153.67193603515625
so,41.7552490234375
much,111.96978759765625
worse,115.4688720703125
that,77.3138427734375
the,63.9744873046875
boys,88.8336181640625
in,38.20318603515625
the,63.974365234375
fraternity,184.75665283203125
house,116.3807373046875
where,122.572998046875
I,18.67205810546875
lived,95.0208740234375
felt,65.7457275390625
forced,127.0323486328125
to,39.115203857421875
send,92.38558959960938
for,56.870361328125
my,60.42718505859375
"father,",126.5950927734375
who,82.6463623046875
made,109.28173828125
a,21.31195068359375
long,85.2816162109375
journey,150.115478515625
in,38.2032470703125
the,63.97442626953125
vain,80.81756591796875
endeavor,182.07830810546875
to,39.11517333984375
get,61.286376953125
me,62.20318603515625
straightened,246.043701171875
around.,152.37158203125
This,86.193603515625
had,72.85440063476562
little,90.59991455078125
effect,112.82391357421875
however,167.8751220703125
for,56.870361328125
I,18.6719970703125
kept,87.0577392578125
on,49.7713623046875
drinking,166.0948486328125
and,72.8546142578125
used,92.38558959960938
a,21.31201171875
great,100.3487548828125
deal,82.59356689453125
more,103.95355224609375
hard,90.60955810546875
liquor,118.15216064453125
than,87.9698486328125
in,38.2032470703125
former,136.82421875
years.,113.20794677734375
Coming,158.1839599609375
up,51.54718017578125
to,39.11517333984375
ﬁnal,85.28155517578125
exams,120.79681396484375
I,18.6719970703125
went,96.8497314453125
on,49.7713623046875
a,21.31201171875
particularly,224.683837890625
strenuous,192.77752685546875
spree.,119.44793701171875
When,119.93756103515625
I,18.6719970703125
went,96.84954833984375
in,38.2032470703125
to,39.115234375
write,101.26104736328125
the,63.9744873046875
examina,162.54736328125
-,15.9840087890625
"tions,",107.06402587890625
my,60.42724609375
hand,98.62554931640625
trembled,182.1263427734375
so,41.75518798828125
I,18.6719970703125
could,109.2769775390625
not,64.88653564453125
hold,87.9698486328125
a,21.31201171875
pencil.,132.78759765625
I,18.6719970703125
passed,131.447998046875
in,38.20318603515625
at,36.42718505859375
least,89.6927490234375
three,104.812744140625
absolutely,198.965087890625
blank,108.3651123046875
books.,126.60009765625
I,18.6719970703125
"was,",83.93759155273438
of,39.1199951171875
"course,",141.6671142578125
soon,91.52154541015625
on,49.77117919921875
the,63.974365234375
carpet,124.34417724609375
and,72.85455322265625
the,63.9744873046875
upshot,134.1842041015625
was,71.9423828125
that,77.3135986328125
I,18.6719970703125
had,72.8543701171875
to,39.11517333984375
go,47.08319091796875
back,91.47357177734375
for,56.870361328125
two,71.9903564453125
more,103.9537353515625
quarters,164.318603515625
and,72.8546142578125
re-,56.8226318359375
main,98.6256103515625
absolutely,198.96466064453125
"dry,",73.28155517578125
if,27.54718017578125
I,18.6719970703125
wished,137.68804931640625
to,39.115234375
graduate.,185.194091796875
This,86.19384765625
I,18.6719970703125
"did,",75.96963500976562
and,72.8543701171875
proved,137.68792724609375
myself,128.8079833984375
satisfactory,220.2674560546875
to,39.115234375
the,63.9744873046875
"faculty,",140.798828125
both,90.65762329101562
in,38.20318603515625
deportment,234.5806884765625
and,72.8543701171875
scholastically.,265.08514404296875
I,18.6719970703125
conducted,207.8974609375
myself,128.80792236328125
so,41.75518798828125
creditably,196.27703857421875
that,77.31378173828125
I,18.6719970703125
was,71.9423828125
able,82.5938720703125
to,39.115234375
secure,128.75994873046875
a,21.31201171875
much,111.96954345703125
coveted,153.6671142578125
internship,201.6529541015625
in,38.20330810546875
a,21.31201171875
western,155.4434814453125
"city,",78.60498046875
where,122.57281494140625
I,18.6719970703125
spent,107.500732421875
two,71.9903564453125
years.,113.20794677734375
During,143.92822265625
these,104.81292724609375
two,71.990478515625
years,101.212890625
I,18.6719970703125
was,71.94241333007812
kept,87.05755615234375
so,41.75518798828125
busy,90.60955810546875
that,77.31353759765625
I,18.6719970703125
hardly,124.34393310546875
left,65.7457275390625
the,63.97442626953125
hospital,154.5748291015625
at,36.4271240234375
all.,58.161865234375
"Consequently,",282.0863037109375
I,18.6719970703125
could,109.2767333984375
not,64.8863525390625
get,61.286376953125
into,77.313720703125
any,68.39044189453125
trouble.,155.918701171875
When,119.93756103515625
those,105.7247314453125
two,71.9903564453125
years,101.2127685546875
were,96.80157470703125
"up,",63.54248046875
I,18.6719970703125
opened,147.4801025390625
an,47.0831298828125
ofﬁce,109.2769775390625
downtown.,218.1695556640625
I,18.6719970703125
had,72.8543701171875
some,103.95355224609375
"money,",141.72003173828125
all,46.16650390625
the,63.9744873046875
time,89.7457275390625
in,38.2032470703125
the,63.9744873046875
"world,",124.823974609375
and,72.8543701171875
considerable,250.45904541015625
stomach,164.37127685546875
trouble.,155.91864013671875
I,18.6719970703125
soon,91.5216064453125
dis-,71.9376220703125
covered,156.30718994140625
that,77.31353759765625
a,21.31201171875
couple,132.35992431640625
of,39.11517333984375
drinks,122.568115234375
would,120.84503173828125
alleviate,162.4898681640625
my,60.42724609375
gastric,128.75518798828125
"distress,",159.41748046875
at,36.42718505859375
least,89.6927490234375
for,56.870361328125
a,21.31201171875
few,71.0784912109375
hours,111.05303955078125
at,36.4273681640625
a,21.31201171875
"time,",101.740966796875
so,41.755126953125
it,27.5472412109375
was,71.94241333007812
not,64.8863525390625
at,36.42718505859375
all,46.1663818359375
difﬁcult,153.71026611328125
for,56.870361328125
me,62.20318603515625
to,39.115234375
return,125.25616455078125
to,39.115234375
my,60.42724609375
former,136.82421875
excessive,179.3375244140625
indulgence.,230.495849609375
By,53.323211669921875
this,71.07354736328125
time,89.74554443359375
I,18.6719970703125
was,71.9423828125
beginning,197.19366455078125
to,39.115234375
pay,68.390380859375
very,83.457763671875
dearly,121.65625
physically,191.812744140625
"and,",84.84954833984375
in,38.20318603515625
hope,98.62554931640625
of,39.11517333984375
"relief,",115.8914794921875
voluntarily,209.61639404296875
incar,98.572998046875
-,15.9840087890625
cerated,147.4271240234375
myself,128.8079833984375
at,36.42718505859375
least,89.6927490234375
a,21.31201171875
dozen,119.06878662109375
times,107.50103759765625
in,38.2032470703125
one,72.8546142578125
of,39.1151123046875
the,63.9744873046875
174,72.0
ALCOHOLICS,237.963623046875
ANONYMOUS,234.61932373046875
local,91.46878051757812
sanitariums.,238.50711059570312
I,18.6719970703125
was,71.9423828125
between,168.787109375
Scylla,114.55218505859375
and,72.8546142578125
Charyb,145.7042236328125
-,15.9840087890625
dis,56.188812255859375
"now,",91.43524169921875
because,158.7745361328125
if,27.66241455078125
I,18.6719970703125
did,64.204833984375
not,65.1168212890625
drink,105.2734375
my,60.54248046875
stomach,165.0621337890625
tortured,164.36639404296875
"me,",74.1983642578125
and,72.8543701171875
if,27.54718017578125
I,18.6719970703125
"did,",75.96954345703125
my,60.42718505859375
nerves,128.76025390625
did,63.9744873046875
the,63.9744873046875
same,101.2657470703125
thing.,114.16799926757812
After,102.1727294921875
three,104.812744140625
years,101.2127685546875
of,39.11517333984375
"this,",83.0687255859375
I,18.6719970703125
wound,134.18902587890625
up,51.5472412109375
in,38.2032470703125
the,63.9744873046875
local,91.46878051757812
hospital,154.5743408203125
where,122.57275390625
they,85.28155517578125
attempted,203.481689453125
to,39.115234375
help,87.0577392578125
"me,",74.198486328125
but,66.6624755859375
I,18.6719970703125
would,120.84002685546875
get,61.286376953125
my,60.42718505859375
friends,137.68310546875
to,39.11517333984375
smuggle,164.3232421875
me,62.2032470703125
a,21.31201171875
"quart,",117.72021484375
or,41.75537109375
I,18.6719970703125
would,120.8448486328125
steal,89.69277954101562
the,63.974365234375
alcohol,141.235107421875
about,111.9647216796875
the,63.974365234375
"building,",175.45001220703125
so,41.75537109375
that,77.3138427734375
I,18.6719970703125
got,62.198394775390625
rapidly,136.77114868164062
worse.,127.46392822265625
Finally,136.771240234375
my,60.42724609375
father,118.15191650390625
had,72.8543701171875
to,39.11517333984375
send,92.38555908203125
a,21.31201171875
doctor,127.94415283203125
out,64.8865966796875
from,95.9857177734375
my,60.42724609375
home,111.96963500976562
town,97.7615966796875
who,82.6463623046875
managed,179.44317626953125
to,39.11517333984375
get,61.286376953125
me,62.2032470703125
back,91.47381591796875
there,104.8131103515625
in,38.2032470703125
some,103.95361328125
"way,",83.93756103515625
and,72.8543701171875
I,18.6719970703125
was,71.9423828125
in,38.20318603515625
bed,74.63037109375
about,111.9647216796875
two,71.990478515625
months,147.52825927734375
before,128.8082275390625
I,18.6719970703125
could,109.27679443359375
venture,151.89111328125
out,64.8863525390625
of,39.11517333984375
the,63.974365234375
house.,128.37591552734375
I,18.6719970703125
stayed,124.34417724609375
about,111.9649658203125
town,97.7618408203125
a,21.311996459960938
couple,132.36001586914062
of,39.11517333984375
months,147.5279541015625
more,103.95361328125
and,72.8543701171875
then,89.74554443359375
returned,174.11065673828125
to,39.115234375
resume,146.5682373046875
my,60.427215576171875
practice.,170.07354736328125
I,18.6719970703125
think,102.1727294921875
I,18.6719970703125
must,97.7615966796875
have,91.47369384765625
been,97.71380615234375
thoroughly,214.9970703125
scared,126.98394775390625
by,47.08319091796875
what,95.07354736328125
had,72.8543701171875
"happened,",208.3294677734375
or,41.7552490234375
by,47.083251953125
the,63.97442626953125
"doctor,",136.387451171875
or,41.75537109375
probably,174.11041259765625
"both,",102.6527099609375
so,41.75518798828125
that,77.31353759765625
I,18.6719970703125
did,63.974365234375
not,64.8863525390625
touch,111.9649658203125
a,21.31201171875
drink,104.8131103515625
again,103.9010009765625
until,91.516845703125
the,63.97442626953125
country,151.027099609375
went,96.84954833984375
dry.,73.28155517578125
With,97.7615966796875
the,63.974365234375
passing,143.8751220703125
of,39.11517333984375
the,63.974365234375
Eighteenth,223.01287841796875
Amendment,247.92999267578125
I,18.6719970703125
felt,65.74560546875
quite,102.17279052734375
safe.,89.2607421875
I,18.6719970703125
knew,104.81756591796875
everyone,179.390380859375
would,120.84503173828125
buy,72.8544921875
a,21.31201171875
few,71.0784912109375
"bottles,",145.26239013671875
or,41.75518798828125
"cases,",113.20794677734375
of,39.11517333984375
liquor,118.15191650390625
as,39.06719970703125
their,94.15692138671875
exchequers,222.91717529296875
per,66.614501953125
-,15.9840087890625
"mitted,",142.62722778320312
and,72.8543701171875
that,77.31353759765625
it,27.54718017578125
would,120.8447265625
soon,91.52154541015625
be,48.8592529296875
gone.,107.93304443359375
Therefore,199.8819580078125
it,27.5472412109375
would,120.8448486328125
make,106.59359741210938
no,49.77117919921875
great,100.3487548828125
"difference,",214.5118408203125
even,93.249755859375
if,27.54718017578125
I,18.6719970703125
should,131.4962158203125
do,49.771240234375
some,103.95361328125
drinking.,178.08953857421875
At,46.21917724609375
that,77.31353759765625
time,89.74560546875
I,18.6719970703125
was,71.9425048828125
not,64.886474609375
aware,116.3328857421875
of,39.1151123046875
the,63.9744873046875
almost,129.719970703125
unlimited,191.91348266601562
supply,128.80792236328125
the,63.974365234375
government,238.08502197265625
made,109.2818603515625
it,27.5472412109375
pos-,83.5057373046875
sible,91.46881103515625
for,56.87042236328125
us,43.53118896484375
doctors,145.6990966796875
to,39.11517333984375
"obtain,",136.3870849609375
neither,143.01141357421875
had,72.8546142578125
I,18.6719970703125
any,68.390380859375
knowledge,213.1776123046875
of,39.11517333984375
the,63.974365234375
bootlegger,211.39666748046875
who,82.6463623046875
soon,91.52178955078125
appeared,183.8546142578125
on,49.7711181640625
the,63.97442626953125
horizon.,162.15835571289062
I,18.6719970703125
drank,113.6927490234375
with,86.19354248046875
moderation,228.3409423828125
at,36.42718505859375
"ﬁrst,",88.39697265625
but,66.6624755859375
it,27.5472412109375
took,86.19363403320312
me,62.203216552734375
only,83.50555419921875
a,21.31201171875
relatively,180.24468994140625
short,100.396728515625
time,89.74554443359375
to,39.115234375
drift,86.18890380859375
back,91.4737548828125
into,77.313720703125
the,63.97442626953125
old,62.19842529296875
habits,118.15191650390625
which,118.15673828125
had,72.8543701171875
wound,134.188720703125
up,51.5472412109375
so,41.75518798828125
disastrously,229.147705078125
before.,140.80319213867188
During,143.927978515625
the,63.974365234375
next,83.50555419921875
few,71.078369140625
"years,",113.20794677734375
I,18.6719970703125
developed,204.29779052734375
two,71.990478515625
distinct,145.6947021484375
phobias.,164.79840087890625
One,85.286376953125
was,71.9423828125
the,63.974365234375
fear,77.26556396484375
of,39.11517333984375
not,64.88641357421875
"sleeping,",175.40203857421875
and,72.8546142578125
the,63.9744873046875
other,105.72482299804688
was,71.9423828125
the,63.974365234375
fear,77.26556396484375
of,39.11517333984375
running,156.3551025390625
out,64.8863525390625
of,39.115234375
liquor.,126.59552001953125
Not,76.4544677734375
being,110.1409912109375
DOCTOR,156.6539306640625
BOB’S,102.65765380859375
NIGHTMARE,227.9951171875
175,72.0
a,21.31201171875
man,86.19839477539062
of,39.11517333984375
"means,",139.031982421875
I,18.6719970703125
knew,104.81756591796875
that,77.31353759765625
if,27.5472412109375
I,18.6719970703125
did,63.97442626953125
not,64.8863525390625
stay,75.48974609375
sober,108.364990234375
enough,147.47998046875
to,39.11517333984375
earn,87.92156982421875
"money,",141.71990966796875
I,18.6719970703125
would,120.8447265625
run,69.302490234375
out,64.88641357421875
of,39.1151123046875
liquor.,126.595458984375
Most,101.3138427734375
of,39.115203857421875
the,63.97442626953125
"time,",101.74078369140625
"therefore,",196.75665283203125
I,18.6719970703125
did,63.974365234375
not,64.886474609375
take,82.5936279296875
the,63.9744873046875
morn,106.6417236328125
-,15.9840087890625
ing,61.286407470703125
drink,104.81277465820312
which,118.15673828125
I,18.6719970703125
craved,130.53594970703125
so,41.75518798828125
"badly,",115.0322265625
but,66.66241455078125
instead,141.2354736328125
would,120.8450927734375
ﬁll,50.63043212890625
up,51.54718017578125
on,49.77117919921875
large,97.6607666015625
doses,108.36474609375
of,39.11517333984375
sedatives,177.60968017578125
to,39.11529541015625
quiet,102.1729736328125
the,63.9744873046875
"jitters,",125.6787109375
which,118.15679931640625
distressed,196.27667236328125
me,62.2032470703125
terribly.,154.08953857421875
"Occasionally,",256.21490478515625
I,18.6719970703125
would,120.8448486328125
yield,95.020751953125
to,39.11517333984375
the,63.974365234375
morning,167.92315673828125
"craving,",154.95831298828125
but,66.6624755859375
if,27.5472412109375
I,18.67205810546875
"did,",75.9697265625
it,27.5472412109375
would,120.8450927734375
be,48.8592529296875
only,83.505615234375
a,21.31201171875
few,71.078369140625
hours,111.052734375
before,128.80792236328125
I,18.6719970703125
would,120.84490966796875
be,48.85919189453125
quite,102.1729736328125
unﬁt,92.4337158203125
for,56.87060546875
work.,109.70880126953125
This,86.193603515625
would,120.8447265625
lessen,119.87994384765625
my,60.42724609375
chances,156.30743408203125
of,39.1153564453125
smuggling,202.5220947265625
some,103.95361328125
home,111.9696044921875
that,77.31353759765625
"evening,",166.52630615234375
which,118.1568603515625
in,38.2032470703125
turn,84.41766357421875
would,120.8450927734375
